Hotel_name,name,review
"Jambuluwuk Oceano Gili Trawangan Resort,Boaz,""['pleasant', 'stay', 'room', 'absolut', 'amaz', 'staff', 'help', 'swim', 'pool', 'good', 'locat', 'away', 'stuff', 'gili', 'howev', 'dont', 'mind', 'cycl', 'minut', 'fine', 'overal', 'realli', 'good', 'valu', 'relax', 'stay']"""
"Jambuluwuk Oceano Gili Trawangan Resort,Pietro Aiazzone,""['nice', 'resort', 'one', 'best', 'island', 'beauti', 'room', 'spacious', 'nice', 'bathroom', 'great', 'breakfast', 'high', 'varieti', 'food', 'good', 'cappuccino', 'pool', 'restaur', 'ok', 'addit', 'pros', 'quiet', 'locat', 'appreci', 'far', 'center', 'island', 'activ', 'main', 'restaur', 'bar', 'pub', 'best', 'beach', 'island', 'close', 'hotel', 'staff', 'alway', 'kind', 'possibl', 'rent', 'good', 'bike', 'con', 'poor', 'clean', 'servic', 'room', 'chang', 'towel', 'request', 'make', 'bed', 'staff', 'alway', 'abl', 'satisfi', 'request', 'room', 'spacious', 'big', 'bed', 'nice', 'bathroom']"""
"Jambuluwuk Oceano Gili Trawangan Resort,Haya Essayed,""['place', 'nice', 'visual', 'pleas', 'big', 'space', 'pool', 'room', 'amaz', 'food', 'great', 'option', 'dont', 'way', 'know', 'order', 'french', 'toast', 'got', 'baguett', 'sprinkl', 'bit', 'expens', 'area', 'calm', 'much', 'place', 'parti', 'crowd', 'u', 'want', 'relax']"""
"Jambuluwuk Oceano Gili Trawangan Resort,Ayu,""['nice', 'hotel', 'quiet', 'area', 'gili', 'trawangan', 'actual', 'visit', 'hotel', 'last', 'year', 'room', 'still', 'renov', 'accid', 'happen', 'heard', 'renov', 'finish', 'overallm', 'room', 'clean', 'comfort', 'big', 'restaur', 'big', 'pool', 'also', 'garden', 'locat', 'right', 'front', 'trawangan', 'beach', 'even', 'everyon', 'enjoy', 'dinner', 'tabl', 'side', 'beach', 'beauti']"""
"Jambuluwuk Oceano Gili Trawangan Resort,Amit Anand,""['one', 'worst', 'room', 'got', 'even', 'fit', 'star', 'resort', 'air', 'condition', 'cool', 'room', 'complain', 'chang', 'room', 'repli', 'get', 'particular', 'room', 'alreadi', 'assigin', 'cant', 'give', 'kind', 'room', 'rubbish', 'statement', 'yes', 'staff', 'recept', 'utter', 'useless', 'disrespect', 'come', 'view', 'useless', 'view', 'beach', 'unaccess', 'pool', 'dirti', 'mainten', 'food', 'terribl', 'cost', 'tast', 'ironi', 'resort', 'buffet', 'hot', 'milk', 'ask', 'say', 'cant', 'provid', 'food', 'kept', 'buffet', 'absolut', 'cold', 'even', 'bother', 'serv', 'book', 'agent', 'disast', 'see', 'indian', 'countri', 'peopl', 'countri', 'peopl', 'live', 'side', 'beauti', 'island', 'rather', 'side', 'resort', 'locat', 'useless', 'place', 'avoid', 'total', 'reach', 'harbour', 'take', 'left', 'hand', 'side', 'harbour', 'perfect', 'place', 'beauti', 'resort', 'food', 'avali', 'outsid', 'sunset', 'view', 'etc', 'stay', 'resort', 'disast', 'even', 'go', 'happen', 'clean', 'proper', 'place', 'via', 'bicycl', 'far', 'frank', 'easi', 'reach', 'avoid', 'resort']"""
"Jambuluwuk Oceano Gili Trawangan Resort,T. Yung,""['look', 'review', 'googl', 'resort', 'get', 'realli', 'nervous', 'especi', 'book', 'accommod', 'read', 'negat', 'googl', 'review', 'honest', 'stori', 'part', 'hotel', 'burn', 'coupl', 'year', 'hotel', 'restor', 'opinion', 'still', 'take', 'care', 'mainten', 'issu', 'noth', 'bad', 'noisi', 'stay', 'room', 'stay', 'new', 'everi', 'thing', 'nice', 'big', 'bed', 'big', 'tv', 'nice', 'bathroom', 'great', 'modern', 'style', 'also', 'resort', 'ambianc', 'fine', 'locat', 'realli', 'nice', 'quiet', 'place', 'perfect', 'us', 'young', 'famili', 'also', 'morn', 'snorkel', 'right', 'beach', 'resort', 'great', 'coral', 'fish', 'turtl', 'staff', 'also', 'friend', 'alway', 'smile', 'greet', 'friend', 'walk', 'nearbi', 'two', 'minor', 'thing', 'someth', 'toilet', 'fix', 'min', 'call', 'youngest', 'child', 'went', 'poolslid', 'small', 'wound', 'feet', 'immedi', 'staf', 'took', 'care', 'give', 'band', 'aid', 'give', 'right', 'attent', 'also', 'general', 'manag', 'came', 'check', 'general', 'manag', 'took', 'straight', 'away', 'action', 'let', 'staff', 'check', 'pool', 'restor', 'tile', 'pool', 'staff', 'come', 'back', 'remark', 'peopl', 'pool', 'lot', 'tile', 'broken', 'miss', 'pool', 'still', 'nice', 'save', 'opinion', 'restor', 'make', 'pool', 'back', 'longest', 'pool', 'seen', 'island', 'breakfast', 'lot', 'choic', 'also', 'good', 'present', 'food', 'opinion', 'could', 'upgrad', 'opinion', 'diner', 'also', 'good', 'famili', 'enjoy', 'stay', 'much', 'also', 'recommend', 'hotel', 'other', 'give', 'overal', 'price', 'vs', 'qualiti', 'score', 'would', 'give']"""
"Jambuluwuk Oceano Gili Trawangan Resort,Piyush Goyal,""['good', 'hotel', 'gili', 'place', 'concept', 'good', 'villa', 'type', 'seper', 'room', 'provid', 'u', 'bicycl', 'rent', 'need', 'good', 'ocean', 'view', 'beach', 'gili', 'island', 'engin', 'vehicl', 'bicycl', 'hors', 'cart', 'call', 'cidomo', 'place', 'peac', 'pool', 'snooker', 'tabl', 'tenni', 'etc', 'good', 'place', 'must', 'tri', 'peac', 'stay']"""
"Jambuluwuk Oceano Gili Trawangan Resort,Lynell Mills,""['day', 'sister', 'made', 'manag', 'staff', 'attent', 'help', 'great', 'locat', 'away', 'noisi', 'parti', 'end', 'turtl', 'view', 'fair', 'away', 'turtl', 'point', 'walk', 'distanc', 'restaur', 'market', 'thank', 'jambuluwuk', 'room', 'alway', 'clean', 'walkabl', 'walk', 'distanc', 'facil']"""
"Jambuluwuk Oceano Gili Trawangan Resort,Anish Nair,""['locat', 'bad', 'extrem', 'seclud', 'would', 'realli', 'difficult', 'get', 'parti', 'area', 'gili', 'make', 'back', 'late', 'night', 'road', 'light', 'kms', 'away', 'staff', 'servic', 'horribl', 'even', 'think', 'give', 'menu', 'sit', 'restaur', 'call', 'come', 'min', 'later', 'menu', 'mayb', 'remind', 'food', 'mediocr', 'best', 'take', 'extrem', 'long', 'cook', 'multipl', 'time', 'also', 'told', 'us', 'order', 'avail', 'min', 'alreadi', 'order', 'room', 'servic', 'take', 'extrem', 'long', 'well', 'call', 'atleast', 'time', 'come', 'clear', 'plate', 'eventu', 'midnight', 'rotten', 'food', 'absolut', 'stunk', 'first', 'call', 'clear', 'plate', 'lunch', 'time', 'room', 'alright', 'special', 'realli', 'entir', 'experi', 'could', 'hard', 'warrant', 'price', 'cost', 'definit', 'call', 'experi', 'say', 'absolut', 'least', 'food', 'drink', 'bad', 'food', 'alright', 'drink', 'expect', 'get', 'time', 'would', 'take', 'travel', 'side', 'island', 'get', 'food']"""
"Jambuluwuk Oceano Gili Trawangan Resort,Yew Foong Yeap,""['nasi', 'goreng', 'mee', 'goreng', 'lunch', 'food', 'subpar', 'servic', 'view', 'clear', 'sea', 'fantast']"""
